Session,Na,Nu,d13Cwg_VPDB,d18Owg_VSMOW,r_d13C,r_d18O,r_D47,a ± SE,1e3 x b ± SE,c ± SE
2015-03 - 2018-05,192,242,-10.389,33.096,12.6519,24.9180,0.0247,0.962 ± 0.004,-0.348 ± 0.058,-0.893 ± 0.003
