Session,Na,Nu,d13Cwg_VPDB,d18Owg_VSMOW,r_d13C,r_d18O,r_D47,a ± SE,1e3 x b ± SE,c ± SE
2013-S01,47,22,-32.913,36.935,0.6066,47.8478,0.0420,0.901 ± 0.013,-3.337 ± 0.121,-0.802 ± 0.011
