UID,Lab,Session,Instrument,Acid T,Sample,Mass,d13Cwg_VPDB,d18Owg_VSMOW,d45,d46,d47,d13C_VPDB,d18O_VSMOW,D47raw,D47
08_06_036,Lab08,Session06,Thermo MAT 253 Plus,70,IAEA-C1,0.087,-2.625,26.062,5.182688,11.240721,16.147197,2.488,37.486,-0.304617,0.328257
08_06_037,Lab08,Session06,Thermo MAT 253 Plus,70,ETH-3,0.076,-2.625,26.062,4.509370,11.835503,16.290691,1.748,38.098,-0.050311,0.605561
08_06_038,Lab08,Session06,Thermo MAT 253 Plus,70,IAEA-C2,0.088,-2.625,26.062,-5.050324,4.489845,-0.853901,-8.185,30.575,-0.034830,0.629752
08_06_039,Lab08,Session06,Thermo MAT 253 Plus,70,IAEA-C2,0.107,-2.625,26.062,-5.042567,4.509112,-0.791851,-8.177,30.595,0.000370,0.668117
08_06_040,Lab08,Session06,Thermo MAT 253 Plus,70,ETH-3,0.089,-2.625,26.062,4.496473,11.843274,16.302466,1.734,38.106,-0.033031,0.624402
08_06_041,Lab08,Session06,Thermo MAT 253 Plus,70,ETH-1,0.087,-2.625,26.062,4.788926,11.363140,15.752950,2.064,37.613,-0.407460,0.216256
08_06_042,Lab08,Session06,Thermo MAT 253 Plus,70,ETH-1,0.077,-2.625,26.062,4.793748,11.361505,15.703218,2.069,37.611,-0.459760,0.159234
08_06_043,Lab08,Session06,Thermo MAT 253 Plus,70,ETH-3,0.098,-2.625,26.062,4.525403,11.916222,16.364944,1.762,38.181,-0.072145,0.581715
08_06_044,Lab08,Session06,Thermo MAT 253 Plus,70,ETH-2,0.094,-2.625,26.062,-7.249318,-5.455602,-13.259649,-10.165,20.365,-0.463713,0.167266
08_06_045,Lab08,Session06,Thermo MAT 253 Plus,70,ETH-2,0.081,-2.625,26.062,-7.299261,-5.579205,-13.375870,-10.213,20.238,-0.407430,0.228702
08_06_046,Lab08,Session06,Thermo MAT 253 Plus,70,ETH-3,0.094,-2.625,26.062,4.012484,11.728618,15.647089,1.222,37.990,-0.069497,0.584910
08_07_001,Lab08,Session07,Thermo MAT 253 Plus,70,ETH-3,0.069,-2.650,26.032,4.491610,11.731619,16.098842,1.706,37.979,-0.119909,0.556837
08_07_002,Lab08,Session07,Thermo MAT 253 Plus,70,IAEA-C1,0.073,-2.650,26.032,5.191278,11.217503,16.045129,2.471,37.449,-0.391279,0.274199
08_07_003,Lab08,Session07,Thermo MAT 253 Plus,70,IAEA-C1,0.072,-2.650,26.032,5.183468,11.258073,16.036774,2.462,37.491,-0.430915,0.232916
08_07_004,Lab08,Session07,Thermo MAT 253 Plus,70,ETH-3,0.092,-2.650,26.032,4.523060,11.870881,16.315851,1.734,38.122,-0.073988,0.605074
08_07_005,Lab08,Session07,Thermo MAT 253 Plus,70,MERCK,0.097,-2.650,26.032,-37.045892,-2.530183,-40.783797,-42.098,23.426,-0.181373,0.381020
08_07_006,Lab08,Session07,Thermo MAT 253 Plus,70,MERCK,0.081,-2.650,26.032,-36.996365,-2.431379,-40.631046,-42.049,23.528,-0.172583,0.390472
08_07_007,Lab08,Session07,Thermo MAT 253 Plus,70,ETH-3,0.077,-2.650,26.032,4.519891,11.878803,16.285477,1.731,38.130,-0.108314,0.569276
08_07_008,Lab08,Session07,Thermo MAT 253 Plus,70,IAEA-C2,0.097,-2.650,26.032,-5.037722,4.503613,-0.848798,-8.198,30.577,-0.056263,0.589785
08_07_009,Lab08,Session07,Thermo MAT 253 Plus,70,IAEA-C2,0.098,-2.650,26.032,-5.046373,4.504096,-0.848765,-8.208,30.577,-0.047731,0.598667
08_07_010,Lab08,Session07,Thermo MAT 253 Plus,70,ETH-3,0.090,-2.650,26.032,4.478584,11.763864,16.265349,1.691,38.012,0.025983,0.709058
08_07_011,Lab08,Session07,Thermo MAT 253 Plus,70,ETH-1,0.071,-2.650,26.032,4.790170,11.402000,15.743743,2.037,37.640,-0.455557,0.206685
08_07_012,Lab08,Session07,Thermo MAT 253 Plus,70,ETH-1,0.071,-2.650,26.032,4.800983,11.402397,15.721751,2.048,37.640,-0.488680,0.172156
08_07_013,Lab08,Session07,Thermo MAT 253 Plus,70,ETH-3,0.077,-2.650,26.032,4.494361,11.878801,16.309684,1.703,38.130,-0.058278,0.621418
08_07_014,Lab08,Session07,Thermo MAT 253 Plus,70,ETH-2,0.083,-2.650,26.032,-7.255605,-5.513488,-13.262343,-10.196,20.293,-0.402711,0.204682
08_07_015,Lab08,Session07,Thermo MAT 253 Plus,70,ETH-2,0.090,-2.650,26.032,-7.261120,-5.448332,-13.187728,-10.204,20.360,-0.385780,0.222455
08_07_016,Lab08,Session07,Thermo MAT 253 Plus,70,ETH-3,0.092,-2.650,26.032,4.534266,11.838139,16.369178,1.747,38.088,-0.001215,0.680945
08_07_017,Lab08,Session07,Thermo MAT 253 Plus,70,ETH-4,0.090,-2.650,26.032,-7.280246,-5.539122,-13.086249,-10.221,20.267,-0.173381,0.443791
08_07_018,Lab08,Session07,Thermo MAT 253 Plus,70,ETH-4,0.083,-2.650,26.032,-7.273811,-5.482209,-13.087408,-10.216,20.325,-0.237493,0.377040
08_07_019,Lab08,Session07,Thermo MAT 253 Plus,70,ETH-3,0.076,-2.650,26.032,4.518401,11.827974,16.214815,1.731,38.078,-0.126925,0.549760
08_07_020,Lab08,Session07,Thermo MAT 253 Plus,70,ETH-4,0.104,-2.650,26.032,-7.264929,-5.517917,-13.101210,-10.206,20.288,-0.225412,0.389590
08_07_021,Lab08,Session07,Thermo MAT 253 Plus,70,ETH-4,0.089,-2.650,26.032,-7.268657,-5.506848,-13.117421,-10.210,20.300,-0.248901,0.365103
08_07_022,Lab08,Session07,Thermo MAT 253 Plus,70,ETH-3,0.092,-2.650,26.032,4.516117,11.859136,16.298021,1.727,38.110,-0.072989,0.606079
08_07_023,Lab08,Session07,Thermo MAT 253 Plus,70,IAEA-C1,0.082,-2.650,26.032,5.187231,11.238624,16.042286,2.466,37.471,-0.410451,0.254233
08_07_024,Lab08,Session07,Thermo MAT 253 Plus,70,IAEA-C1,0.090,-2.650,26.032,5.149093,11.135068,15.906652,2.429,37.365,-0.404125,0.260553
08_07_025,Lab08,Session07,Thermo MAT 253 Plus,70,ETH-3,0.080,-2.650,26.032,4.508666,11.837153,16.246630,1.720,38.087,-0.094543,0.583537
08_07_026,Lab08,Session07,Thermo MAT 253 Plus,70,MERCK,0.076,-2.650,26.032,-36.988096,-2.393481,-40.652197,-42.042,23.566,-0.240810,0.319397
08_07_027,Lab08,Session07,Thermo MAT 253 Plus,70,MERCK,0.081,-2.650,26.032,-37.001533,-2.415511,-40.650025,-42.055,23.544,-0.202445,0.359344
08_07_028,Lab08,Session07,Thermo MAT 253 Plus,70,ETH-3,0.078,-2.650,26.032,4.490024,11.706688,16.078649,1.705,37.953,-0.113927,0.563026
08_07_029,Lab08,Session07,Thermo MAT 253 Plus,70,IAEA-C2,0.070,-2.650,26.032,-5.032550,4.501356,-0.832177,-8.193,30.574,-0.042783,0.603851
08_07_030,Lab08,Session07,Thermo MAT 253 Plus,70,IAEA-C2,0.093,-2.650,26.032,-5.032290,4.514590,-0.853006,-8.193,30.588,-0.076849,0.568343
08_07_031,Lab08,Session07,Thermo MAT 253 Plus,70,ETH-3,0.086,-2.650,26.032,4.510888,11.888371,16.283267,1.721,38.140,-0.110539,0.566955
08_07_032,Lab08,Session07,Thermo MAT 253 Plus,70,ETH-4,0.104,-2.650,26.032,-7.296586,-5.593074,-13.213220,-10.237,20.211,-0.231711,0.382812
08_07_033,Lab08,Session07,Thermo MAT 253 Plus,70,ETH-4,0.084,-2.650,26.032,-7.261216,-5.490985,-13.137459,-10.203,20.316,-0.292609,0.319558
08_07_034,Lab08,Session07,Thermo MAT 253 Plus,70,ETH-3,0.093,-2.650,26.032,4.515535,11.868359,16.277133,1.726,38.119,-0.101904,0.575934
08_07_035,Lab08,Session07,Thermo MAT 253 Plus,70,MERCK,0.089,-2.650,26.032,-36.997189,-2.430359,-40.607797,-42.050,23.529,-0.148474,0.415618
08_07_036,Lab08,Session07,Thermo MAT 253 Plus,70,MERCK,0.087,-2.650,26.032,-37.056392,-2.565194,-40.757443,-42.108,23.390,-0.108160,0.457296
08_07_037,Lab08,Session07,Thermo MAT 253 Plus,70,ETH-3,0.077,-2.650,26.032,4.457232,11.854624,16.245209,1.665,38.105,-0.060096,0.619399
08_07_038,Lab08,Session07,Thermo MAT 253 Plus,70,IAEA-C1,0.081,-2.650,26.032,5.180680,11.264254,16.189216,2.458,37.497,-0.284091,0.386079
08_07_039,Lab08,Session07,Thermo MAT 253 Plus,70,IAEA-C1,0.103,-2.650,26.032,5.151368,11.110622,16.015632,2.433,37.339,-0.275465,0.394720
08_07_040,Lab08,Session07,Thermo MAT 253 Plus,70,ETH-3,0.100,-2.650,26.032,4.495599,11.831813,16.356659,1.706,38.082,0.032326,0.715841
08_07_041,Lab08,Session07,Thermo MAT 253 Plus,70,ETH-1,0.081,-2.650,26.032,4.800002,11.351783,15.728926,2.049,37.588,-0.431432,0.231773
08_07_042,Lab08,Session07,Thermo MAT 253 Plus,70,ETH-3,0.093,-2.650,26.032,4.479503,11.877764,16.331404,1.688,38.129,-0.020641,0.660646
08_07_043,Lab08,Session07,Thermo MAT 253 Plus,70,ETH-2,0.090,-2.650,26.032,-7.256956,-5.474048,-13.238698,-10.199,20.333,-0.416327,0.190552
08_07_044,Lab08,Session07,Thermo MAT 253 Plus,70,ETH-2,0.086,-2.650,26.032,-7.271868,-5.539419,-13.297966,-10.212,20.266,-0.396279,0.211308
08_07_045,Lab08,Session07,Thermo MAT 253 Plus,70,ETH-3,0.071,-2.650,26.032,4.505131,11.837539,16.279833,1.716,38.088,-0.058619,0.621004
08_08_001,Lab08,Session08,Thermo MAT 253 Plus,70,ETH-3,0.101,-2.653,25.993,4.505242,11.830180,16.300249,1.713,38.064,-0.031496,0.665197
08_08_002,Lab08,Session08,Thermo MAT 253 Plus,70,ETH-1,0.088,-2.653,25.993,4.800757,11.403937,15.725716,2.044,37.625,-0.486043,0.222819
08_08_003,Lab08,Session08,Thermo MAT 253 Plus,70,ETH-1,0.076,-2.653,25.993,4.795688,11.378159,15.614420,2.039,37.599,-0.565317,0.145668
08_08_004,Lab08,Session08,Thermo MAT 253 Plus,70,ETH-3,0.073,-2.653,25.993,4.467921,11.687822,15.958191,1.678,37.918,-0.191440,0.509541
08_08_005,Lab08,Session08,Thermo MAT 253 Plus,70,ETH-2,0.086,-2.653,25.993,-7.253342,-5.416147,-13.262075,-10.201,20.378,-0.500973,0.209492
08_08_006,Lab08,Session08,Thermo MAT 253 Plus,70,ETH-2,0.079,-2.653,25.993,-7.254672,-5.455149,-13.321752,-10.201,20.337,-0.521508,0.189508
08_08_007,Lab08,Session08,Thermo MAT 253 Plus,70,ETH-3,0.087,-2.653,25.993,4.510186,11.874193,16.250748,1.716,38.109,-0.128040,0.571235
08_08_008,Lab08,Session08,Thermo MAT 253 Plus,70,ETH-3,0.094,-2.653,25.993,4.525960,11.871064,16.268316,1.733,38.106,-0.123913,0.575251
08_08_009,Lab08,Session08,Thermo MAT 253 Plus,70,ETH-4,0.089,-2.653,25.993,-7.268309,-5.547083,-13.187130,-10.212,20.243,-0.280119,0.424441
08_08_010,Lab08,Session08,Thermo MAT 253 Plus,70,ETH-4,0.083,-2.653,25.993,-7.280480,-5.551144,-13.167791,-10.225,20.239,-0.243867,0.459724
08_08_011,Lab08,Session08,Thermo MAT 253 Plus,70,ETH-3,0.085,-2.653,25.993,4.494797,11.843233,16.257988,1.701,38.077,-0.075034,0.622824
08_08_012,Lab08,Session08,Thermo MAT 253 Plus,70,IAEA-C1,0.077,-2.653,25.993,5.175643,11.252596,16.023382,2.449,37.469,-0.430741,0.276632
08_08_013,Lab08,Session08,Thermo MAT 253 Plus,70,IAEA-C1,0.091,-2.653,25.993,5.161089,11.150860,15.962255,2.438,37.365,-0.377072,0.328869
08_08_014,Lab08,Session08,Thermo MAT 253 Plus,70,ETH-3,0.077,-2.653,25.993,4.520220,11.874941,16.314048,1.727,38.110,-0.076791,0.621112
08_08_015,Lab08,Session08,Thermo MAT 253 Plus,70,MERCK,0.078,-2.653,25.993,-36.992272,-2.423318,-40.638885,-42.049,23.520,-0.193100,0.510275
08_08_016,Lab08,Session08,Thermo MAT 253 Plus,70,MERCK,0.086,-2.653,25.993,-37.001882,-2.401660,-40.608765,-42.060,23.543,-0.172731,0.530099
08_08_017,Lab08,Session08,Thermo MAT 253 Plus,70,ETH-3,0.084,-2.653,25.993,4.509049,11.832512,16.239507,1.717,38.066,-0.097437,0.601021
08_08_018,Lab08,Session08,Thermo MAT 253 Plus,70,IAEA-C2,0.091,-2.653,25.993,-5.058681,4.500553,-0.857261,-8.225,30.558,-0.040007,0.657626
08_08_019,Lab08,Session08,Thermo MAT 253 Plus,70,IAEA-C2,0.075,-2.653,25.993,-5.049911,4.521721,-0.824382,-8.216,30.580,-0.036912,0.660637
08_08_020,Lab08,Session08,Thermo MAT 253 Plus,70,ETH-3,0.087,-2.653,25.993,4.500419,11.850849,16.285719,1.707,38.085,-0.060922,0.636558
08_08_021,Lab08,Session08,Thermo MAT 253 Plus,70,ETH-3,0.078,-2.653,25.993,4.516103,11.879992,16.307180,1.722,38.115,-0.084228,0.613874
08_08_022,Lab08,Session08,Thermo MAT 253 Plus,70,ETH-4,0.096,-2.653,25.993,-7.281464,-5.574592,-13.102010,-10.225,20.215,-0.153025,0.548136
08_08_023,Lab08,Session08,Thermo MAT 253 Plus,70,ETH-4,0.107,-2.653,25.993,-7.282446,-5.545805,-13.065041,-10.227,20.244,-0.143006,0.557886
08_08_024,Lab08,Session08,Thermo MAT 253 Plus,70,ETH-3,0.085,-2.653,25.993,4.492207,11.867224,16.333495,1.697,38.102,-0.021391,0.675030
