UID,Lab,Session,Instrument,Acid T,Sample,Mass,d45,d46,d47
07_03_008,Lab07,Session03,Thermo MAT 253,90,IAEA-C2,9.350,2.158538,-1.099288,0.913976
07_03_009,Lab07,Session03,Thermo MAT 253,90,ETH-1,8.830,11.986708,6.320999,18.182751
07_03_010,Lab07,Session03,Thermo MAT 253,90,ETH-2,8.870,-0.080985,-10.613378,-11.234328
07_03_011,Lab07,Session03,Thermo MAT 253,90,ETH-3,8.580,11.739161,6.377574,18.333812
07_03_012,Lab07,Session03,Thermo MAT 253,90,IAEA-C1,7.870,12.378546,5.890551,18.255120
07_03_013,Lab07,Session03,Thermo MAT 253,90,IAEA-C2,8.430,2.014332,-0.785727,1.054828
07_03_014,Lab07,Session03,Thermo MAT 253,90,IAEA-C2,7.650,2.462840,-0.523876,1.783223
07_03_015,Lab07,Session03,Thermo MAT 253,90,ETH-1,8.370,12.189157,6.419005,18.488833
07_03_016,Lab07,Session03,Thermo MAT 253,90,ETH-2,11.480,0.171330,-9.979503,-10.336834
07_03_017,Lab07,Session03,Thermo MAT 253,90,ETH-3,9.350,11.899157,6.815435,18.928858
07_03_018,Lab07,Session03,Thermo MAT 253,90,IAEA-C1,9.340,12.624837,6.115576,18.744749
07_03_019,Lab07,Session03,Thermo MAT 253,90,ETH-2,9.950,0.031896,-10.038358,-10.520052
07_03_020,Lab07,Session03,Thermo MAT 253,90,ETH-1,10.250,11.991949,5.963065,17.839024
07_03_021,Lab07,Session03,Thermo MAT 253,90,ETH-3,7.660,11.693638,6.483066,18.396034
07_03_022,Lab07,Session03,Thermo MAT 253,90,ETH-1,12.550,12.091773,6.334586,18.332311
07_03_023,Lab07,Session03,Thermo MAT 253,90,ETH-2,7.920,0.109185,-9.904998,-10.320736
07_03_024,Lab07,Session03,Thermo MAT 253,90,ETH-3,8.300,11.762887,6.816908,18.802334
07_03_025,Lab07,Session03,Thermo MAT 253,90,ETH-1,11.570,11.933301,5.819341,17.658923
07_03_026,Lab07,Session03,Thermo MAT 253,90,ETH-2,8.490,0.268673,-9.993656,-10.229782
07_03_027,Lab07,Session03,Thermo MAT 253,90,IAEA-C1,7.760,12.104255,6.024284,18.126243
07_03_028,Lab07,Session03,Thermo MAT 253,90,IAEA-C2,7.810,2.265205,-0.450562,1.666615
07_03_029,Lab07,Session03,Thermo MAT 253,90,ETH-1,10.070,11.729466,5.830930,17.439231
07_03_030,Lab07,Session03,Thermo MAT 253,90,ETH-3,7.980,12.022696,6.693213,18.942230
07_03_031,Lab07,Session03,Thermo MAT 253,90,ETH-2,9.450,0.163954,-10.345408,-10.697099
07_03_032,Lab07,Session03,Thermo MAT 253,90,ETH-1,7.380,11.938031,5.952424,17.802079
07_03_033,Lab07,Session03,Thermo MAT 253,90,IAEA-C1,7.560,12.148245,6.088592,18.218236
07_03_034,Lab07,Session03,Thermo MAT 253,90,IAEA-C2,6.260,2.229174,-0.969505,1.115248
07_03_035,Lab07,Session03,Thermo MAT 253,90,ETH-3,7.920,11.948177,6.727464,18.917458
07_03_036,Lab07,Session03,Thermo MAT 253,90,ETH-2,8.610,0.079238,-10.386430,-10.799807
07_03_037,Lab07,Session03,Thermo MAT 253,90,ETH-1,8.190,11.867217,5.638067,17.397341
07_03_038,Lab07,Session03,Thermo MAT 253,90,IAEA-C1,5.630,12.512886,5.453427,17.968536
07_03_039,Lab07,Session03,Thermo MAT 253,90,ETH-3,8.720,11.955350,6.759099,18.940834
07_03_040,Lab07,Session03,Thermo MAT 253,90,ETH-2,8.540,-0.119557,-10.723925,-11.352723
07_03_041,Lab07,Session03,Thermo MAT 253,90,ETH-1,10.900,12.091175,6.426427,18.405963
07_03_042,Lab07,Session03,Thermo MAT 253,90,ETH-3,9.290,11.676524,6.588614,18.471694
07_03_043,Lab07,Session03,Thermo MAT 253,90,ETH-2,10.210,0.170187,-10.230898,-10.545132
07_03_044,Lab07,Session03,Thermo MAT 253,90,ETH-1,9.640,11.823060,5.934552,17.647100
07_03_045,Lab07,Session03,Thermo MAT 253,90,ETH-1,9.070,11.929424,6.057471,17.874235
07_03_046,Lab07,Session03,Thermo MAT 253,90,ETH-2,7.490,0.334110,-10.136232,-10.312396
07_03_047,Lab07,Session03,Thermo MAT 253,90,ETH-3,8.490,11.762170,6.223621,18.203647
07_03_048,Lab07,Session03,Thermo MAT 253,90,ETH-1,9.380,12.123646,6.089341,18.103466
07_03_049,Lab07,Session03,Thermo MAT 253,90,ETH-2,11.430,-0.175515,-10.680157,-11.368114
07_03_050,Lab07,Session03,Thermo MAT 253,90,ETH-3,7.590,11.797883,6.337195,18.347062
07_03_051,Lab07,Session03,Thermo MAT 253,90,ETH-3,11.900,12.034941,6.710563,18.964940
07_03_052,Lab07,Session03,Thermo MAT 253,90,ETH-1,11.820,11.804867,5.728067,17.419317
07_03_053,Lab07,Session03,Thermo MAT 253,90,ETH-2,10.000,-0.039243,-10.001348,-10.565218
07_03_054,Lab07,Session03,Thermo MAT 253,90,ETH-3,12.700,11.893842,6.834658,18.955768
08_01_001,Lab08,Session01,Thermo MAT 253 Plus,70,ETH-1,0.081,4.795370,11.429226,15.779558
08_01_002,Lab08,Session01,Thermo MAT 253 Plus,70,ETH-1,0.100,4.760474,11.446732,15.757233
08_01_003,Lab08,Session01,Thermo MAT 253 Plus,70,ETH-3,0.089,4.542187,11.912856,16.413081
08_01_004,Lab08,Session01,Thermo MAT 253 Plus,70,ETH-3,0.101,4.503063,11.817824,16.316687
08_01_005,Lab08,Session01,Thermo MAT 253 Plus,70,ETH-2,0.094,-7.246197,-5.431331,-13.197855
08_01_006,Lab08,Session01,Thermo MAT 253 Plus,70,IAEA-C1,0.087,5.196140,11.277172,16.151984
08_01_007,Lab08,Session01,Thermo MAT 253 Plus,70,ETH-3,0.097,4.511145,11.884881,16.336362
08_01_008,Lab08,Session01,Thermo MAT 253 Plus,70,ETH-4,0.081,-7.261381,-5.463917,-13.020307
08_01_009,Lab08,Session01,Thermo MAT 253 Plus,70,ETH-4,0.098,-7.249380,-5.490710,-12.986437
08_01_010,Lab08,Session01,Thermo MAT 253 Plus,70,ETH-1,0.083,4.798784,11.396891,15.803624
08_01_011,Lab08,Session01,Thermo MAT 253 Plus,70,MERCK,0.083,-36.966935,-2.369879,-40.494357
08_01_012,Lab08,Session01,Thermo MAT 253 Plus,70,MERCK,0.091,-36.986286,-2.359875,-40.511646
08_01_013,Lab08,Session01,Thermo MAT 253 Plus,70,ETH-2,0.100,-7.253451,-5.411255,-13.151151
08_01_014,Lab08,Session01,Thermo MAT 253 Plus,70,IAEA-C2,0.097,-5.025105,4.560810,-0.679334
08_01_015,Lab08,Session01,Thermo MAT 253 Plus,70,IAEA-C2,0.099,-5.027758,4.558458,-0.757063
08_01_016,Lab08,Session01,Thermo MAT 253 Plus,70,ETH-3,0.087,4.519941,11.871625,16.347367
08_01_017,Lab08,Session01,Thermo MAT 253 Plus,70,IAEA-C1,0.086,5.191971,11.293264,16.231724
08_01_018,Lab08,Session01,Thermo MAT 253 Plus,70,IAEA-C1,0.095,5.174603,11.245622,16.182219
08_01_019,Lab08,Session01,Thermo MAT 253 Plus,70,ETH-1,0.081,4.807395,11.415427,15.821298
08_01_020,Lab08,Session01,Thermo MAT 253 Plus,70,MERCK,0.082,-36.981714,-2.375714,-40.468795
08_01_021,Lab08,Session01,Thermo MAT 253 Plus,70,MERCK,0.096,-36.967470,-2.337604,-40.459541
08_01_022,Lab08,Session01,Thermo MAT 253 Plus,70,ETH-2,0.100,-7.250800,-5.422573,-13.122377
08_01_023,Lab08,Session01,Thermo MAT 253 Plus,70,ETH-4,0.100,-7.255188,-5.477952,-12.985723
08_01_024,Lab08,Session01,Thermo MAT 253 Plus,70,ETH-4,0.088,-7.262901,-5.477279,-13.027721
08_01_025,Lab08,Session01,Thermo MAT 253 Plus,70,ETH-3,0.099,4.518605,11.906163,16.376552
08_01_026,Lab08,Session01,Thermo MAT 253 Plus,70,IAEA-C2,0.096,-5.025721,4.584200,-0.723800
08_01_027,Lab08,Session01,Thermo MAT 253 Plus,70,IAEA-C2,0.098,-5.018869,4.573855,-0.733048
08_01_028,Lab08,Session01,Thermo MAT 253 Plus,70,ETH-3,0.081,4.512183,11.872831,16.307220
08_01_029,Lab08,Session01,Thermo MAT 253 Plus,70,ETH-3,0.098,4.542458,11.876606,16.353977
08_01_030,Lab08,Session01,Thermo MAT 253 Plus,70,ETH-1,0.101,4.817588,11.442574,15.855957
08_01_031,Lab08,Session01,Thermo MAT 253 Plus,70,ETH-2,0.092,-7.236538,-5.380502,-13.127763
08_01_032,Lab08,Session01,Thermo MAT 253 Plus,70,ETH-3,0.086,4.526278,11.892287,16.385887
08_01_033,Lab08,Session01,Thermo MAT 253 Plus,70,ETH-3,0.091,4.516174,11.838862,16.312406
08_01_034,Lab08,Session01,Thermo MAT 253 Plus,70,IAEA-C1,0.094,5.198320,11.311769,16.226344
08_01_035,Lab08,Session01,Thermo MAT 253 Plus,70,ETH-2,0.100,-7.230543,-5.396888,-13.110627
08_01_036,Lab08,Session01,Thermo MAT 253 Plus,70,ETH-2,0.098,-7.225482,-5.345317,-13.059655
08_02_001,Lab08,Session02,Thermo MAT 253 Plus,70,ETH-4,0.071,-7.281630,-5.529405,-13.106388
08_02_002,Lab08,Session02,Thermo MAT 253 Plus,70,ETH-3,0.084,4.475792,11.763905,16.203521
08_02_003,Lab08,Session02,Thermo MAT 253 Plus,70,MERCK,0.074,-36.991039,-2.391570,-40.578075
08_02_004,Lab08,Session02,Thermo MAT 253 Plus,70,ETH-1,0.105,4.793069,11.330210,15.739371
08_02_005,Lab08,Session02,Thermo MAT 253 Plus,70,ETH-1,0.090,4.802673,11.404738,15.738888
08_02_006,Lab08,Session02,Thermo MAT 253 Plus,70,ETH-1,0.080,4.803583,11.397439,15.747938
08_02_007,Lab08,Session02,Thermo MAT 253 Plus,70,ETH-3,0.072,4.524160,11.862557,16.278353
08_02_008,Lab08,Session02,Thermo MAT 253 Plus,70,ETH-3,0.075,4.510788,11.934656,16.333691
08_02_009,Lab08,Session02,Thermo MAT 253 Plus,70,ETH-2,0.090,-7.248287,-5.466303,-13.266202
08_02_010,Lab08,Session02,Thermo MAT 253 Plus,70,ETH-2,0.084,-7.252415,-5.477225,-13.283042
08_02_011,Lab08,Session02,Thermo MAT 253 Plus,70,ETH-4,0.088,-7.281239,-5.531646,-13.146635
08_02_012,Lab08,Session02,Thermo MAT 253 Plus,70,MERCK,0.079,-36.618308,-2.330206,-40.115388
08_02_013,Lab08,Session02,Thermo MAT 253 Plus,70,ETH-3,0.085,4.152285,11.319910,15.357576
08_02_014,Lab08,Session02,Thermo MAT 253 Plus,70,IAEA-C1,0.093,5.167578,11.250556,16.075964
08_02_015,Lab08,Session02,Thermo MAT 253 Plus,70,IAEA-C1,0.075,5.185077,11.230006,16.044494
08_02_016,Lab08,Session02,Thermo MAT 253 Plus,70,ETH-3,0.099,4.507112,11.815761,16.283439
08_02_017,Lab08,Session02,Thermo MAT 253 Plus,70,IAEA-C2,0.092,-5.032199,4.543817,-0.783040
08_02_018,Lab08,Session02,Thermo MAT 253 Plus,70,ETH-3,0.071,4.504268,11.802902,16.267470
08_02_019,Lab08,Session02,Thermo MAT 253 Plus,70,ETH-4,0.081,-7.281960,-5.515817,-13.105388
08_02_020,Lab08,Session02,Thermo MAT 253 Plus,70,ETH-4,0.084,-7.275247,-5.533921,-13.182135
08_02_021,Lab08,Session02,Thermo MAT 253 Plus,70,ETH-3,0.093,4.509211,11.802734,16.175199
08_02_022,Lab08,Session02,Thermo MAT 253 Plus,70,MERCK,0.084,-36.985188,-2.311327,-40.562389
08_02_023,Lab08,Session02,Thermo MAT 253 Plus,70,MERCK,0.109,-36.994865,-2.450541,-40.638781
08_02_024,Lab08,Session02,Thermo MAT 253 Plus,70,ETH-3,0.093,4.507377,11.817431,16.260064
08_02_025,Lab08,Session02,Thermo MAT 253 Plus,70,IAEA-C1,0.071,5.187084,11.240445,16.084120
08_02_026,Lab08,Session02,Thermo MAT 253 Plus,70,IAEA-C1,0.083,5.182102,11.323812,16.191814
08_02_027,Lab08,Session02,Thermo MAT 253 Plus,70,ETH-3,0.079,4.522838,11.804492,16.223427
08_02_028,Lab08,Session02,Thermo MAT 253 Plus,70,IAEA-C2,0.089,-5.021039,4.485343,-0.853947
08_02_029,Lab08,Session02,Thermo MAT 253 Plus,70,IAEA-C2,0.077,-5.030098,4.477207,-0.828240
08_02_030,Lab08,Session02,Thermo MAT 253 Plus,70,ETH-3,0.088,4.498736,11.800859,16.256951
08_02_031,Lab08,Session02,Thermo MAT 253 Plus,70,ETH-4,0.098,-7.273613,-5.576876,-13.155997
08_02_032,Lab08,Session02,Thermo MAT 253 Plus,70,ETH-4,0.083,-7.282289,-5.545773,-13.150276
08_02_033,Lab08,Session02,Thermo MAT 253 Plus,70,ETH-3,0.069,4.503597,11.838262,16.268494
08_02_034,Lab08,Session02,Thermo MAT 253 Plus,70,IAEA-C2,0.088,-5.042702,4.471628,-0.857937
08_02_035,Lab08,Session02,Thermo MAT 253 Plus,70,IAEA-C2,0.082,-5.054946,4.525090,-0.842342
08_02_036,Lab08,Session02,Thermo MAT 253 Plus,70,ETH-3,0.090,4.487218,11.768838,16.211255
08_02_037,Lab08,Session02,Thermo MAT 253 Plus,70,ETH-2,0.094,-7.248081,-5.487267,-13.306034
08_02_038,Lab08,Session02,Thermo MAT 253 Plus,70,ETH-2,0.085,-7.240182,-5.464390,-13.287247
08_02_039,Lab08,Session02,Thermo MAT 253 Plus,70,ETH-3,0.095,4.480661,11.747734,16.194367
08_02_040,Lab08,Session02,Thermo MAT 253 Plus,70,ETH-3,0.092,4.526223,11.790639,16.270637
08_02_041,Lab08,Session02,Thermo MAT 253 Plus,70,ETH-1,0.072,4.803203,11.360836,15.676626
08_02_042,Lab08,Session02,Thermo MAT 253 Plus,70,ETH-1,0.094,4.781605,11.332506,15.685237
08_03_001,Lab08,Session03,Thermo MAT 253 Plus,70,ETH-3,0.095,4.480230,11.834369,16.273027
08_03_002,Lab08,Session03,Thermo MAT 253 Plus,70,ETH-1,0.069,4.788004,11.354867,15.705048
08_03_003,Lab08,Session03,Thermo MAT 253 Plus,70,ETH-1,0.077,4.787757,11.353528,15.706767
08_03_004,Lab08,Session03,Thermo MAT 253 Plus,70,ETH-3,0.071,4.470118,11.830395,16.244340
08_03_005,Lab08,Session03,Thermo MAT 253 Plus,70,ETH-2,0.084,-7.260588,-5.457501,-13.249565
08_03_006,Lab08,Session03,Thermo MAT 253 Plus,70,ETH-2,0.071,-7.271685,-5.499822,-13.320511
08_03_007,Lab08,Session03,Thermo MAT 253 Plus,70,ETH-3,0.073,4.477141,11.816720,16.157103
08_03_008,Lab08,Session03,Thermo MAT 253 Plus,70,MERCK,0.077,-37.001895,-2.443337,-40.688095
08_03_009,Lab08,Session03,Thermo MAT 253 Plus,70,MERCK,0.070,-37.009852,-2.360651,-40.610746
08_03_010,Lab08,Session03,Thermo MAT 253 Plus,70,ETH-3,0.080,4.503928,11.832902,16.193318
08_03_011,Lab08,Session03,Thermo MAT 253 Plus,70,IAEA-C1,0.092,5.168207,11.190943,16.004397
08_03_012,Lab08,Session03,Thermo MAT 253 Plus,70,ETH-3,0.083,4.514683,11.861545,16.270194
08_03_013,Lab08,Session03,Thermo MAT 253 Plus,70,IAEA-C2,0.076,-5.065380,4.466492,-0.881217
08_03_014,Lab08,Session03,Thermo MAT 253 Plus,70,IAEA-C2,0.084,-5.063440,4.454317,-0.938252
08_03_015,Lab08,Session03,Thermo MAT 253 Plus,70,ETH-4,0.089,-7.291595,-5.559286,-13.160197
08_03_016,Lab08,Session03,Thermo MAT 253 Plus,70,ETH-4,0.093,-7.287513,-5.577851,-13.182298
08_03_017,Lab08,Session03,Thermo MAT 253 Plus,70,ETH-3,0.081,4.523210,11.904648,16.365635
08_03_018,Lab08,Session03,Thermo MAT 253 Plus,70,MERCK,0.109,-37.030574,-2.505442,-40.725700
08_03_019,Lab08,Session03,Thermo MAT 253 Plus,70,MERCK,0.097,-37.022855,-2.497350,-40.728951
08_03_020,Lab08,Session03,Thermo MAT 253 Plus,70,ETH-3,0.073,4.497349,11.854553,16.291452
08_03_021,Lab08,Session03,Thermo MAT 253 Plus,70,IAEA-C1,0.070,5.166369,11.188516,15.976772
08_03_022,Lab08,Session03,Thermo MAT 253 Plus,70,IAEA-C1,0.069,5.110161,11.126784,15.900210
08_03_023,Lab08,Session03,Thermo MAT 253 Plus,70,ETH-3,0.071,4.470603,11.771748,16.182512
08_03_024,Lab08,Session03,Thermo MAT 253 Plus,70,IAEA-C2,0.074,-5.057698,4.484778,-0.872889
08_03_025,Lab08,Session03,Thermo MAT 253 Plus,70,ETH-3,0.093,4.465117,11.790877,16.199069
08_03_026,Lab08,Session03,Thermo MAT 253 Plus,70,ETH-4,0.079,-7.275613,-5.573459,-13.217777
08_03_027,Lab08,Session03,Thermo MAT 253 Plus,70,ETH-4,0.085,-7.280330,-5.553501,-13.195583
08_03_028,Lab08,Session03,Thermo MAT 253 Plus,70,ETH-3,0.080,4.479914,11.772629,16.111751
08_03_029,Lab08,Session03,Thermo MAT 253 Plus,70,IAEA-C2,0.085,-5.054118,4.452951,-0.962789
08_03_030,Lab08,Session03,Thermo MAT 253 Plus,70,IAEA-C2,0.069,-5.055066,4.473300,-0.911934
08_03_031,Lab08,Session03,Thermo MAT 253 Plus,70,ETH-3,0.077,4.492924,11.840487,16.261131
08_03_032,Lab08,Session03,Thermo MAT 253 Plus,70,MERCK,0.081,-37.008557,-2.462831,-40.658502
08_03_033,Lab08,Session03,Thermo MAT 253 Plus,70,MERCK,0.088,-37.005302,-2.447351,-40.605656
08_03_034,Lab08,Session03,Thermo MAT 253 Plus,70,ETH-3,0.079,4.472135,11.791821,16.199148
08_03_035,Lab08,Session03,Thermo MAT 253 Plus,70,ETH-1,0.086,4.789795,11.367666,15.681282
08_03_036,Lab08,Session03,Thermo MAT 253 Plus,70,ETH-1,0.071,4.791462,11.356825,15.689300
08_03_037,Lab08,Session03,Thermo MAT 253 Plus,70,ETH-3,0.074,4.487754,11.823687,16.206961
08_03_038,Lab08,Session03,Thermo MAT 253 Plus,70,ETH-2,0.071,-7.267288,-5.485334,-13.297309
08_03_039,Lab08,Session03,Thermo MAT 253 Plus,70,ETH-2,0.072,-7.266808,-5.495626,-13.307800
08_04_001,Lab08,Session04,Thermo MAT 253 Plus,70,ETH-1,0.087,4.788151,11.403430,15.726079
08_04_002,Lab08,Session04,Thermo MAT 253 Plus,70,ETH-1,0.101,4.818380,11.452466,15.903000
08_04_003,Lab08,Session04,Thermo MAT 253 Plus,70,ETH-3,0.092,4.495870,11.851822,16.341820
08_04_004,Lab08,Session04,Thermo MAT 253 Plus,70,ETH-3,0.097,4.549120,11.925820,16.473714
08_04_005,Lab08,Session04,Thermo MAT 253 Plus,70,ETH-2,0.089,-7.230864,-5.320380,-12.980041
08_04_006,Lab08,Session04,Thermo MAT 253 Plus,70,ETH-2,0.086,-7.231946,-5.428036,-13.145944
08_04_007,Lab08,Session04,Thermo MAT 253 Plus,70,ETH-3,0.093,4.533141,11.900783,16.387751
08_04_008,Lab08,Session04,Thermo MAT 253 Plus,70,ETH-3,0.099,4.503366,11.851518,16.325971
08_04_009,Lab08,Session04,Thermo MAT 253 Plus,70,IAEA-C1,0.095,5.198190,11.307741,16.225904
08_04_010,Lab08,Session04,Thermo MAT 253 Plus,70,ETH-3,0.089,4.466585,11.865409,16.246410
08_04_011,Lab08,Session04,Thermo MAT 253 Plus,70,ETH-4,0.087,-7.259339,-5.477832,-12.973360
08_04_012,Lab08,Session04,Thermo MAT 253 Plus,70,ETH-4,0.086,-7.276759,-5.513381,-13.010966
08_04_013,Lab08,Session04,Thermo MAT 253 Plus,70,MERCK,0.105,-36.945540,-2.355094,-40.479613
08_04_014,Lab08,Session04,Thermo MAT 253 Plus,70,MERCK,0.093,-36.978042,-2.298166,-40.460134
08_04_015,Lab08,Session04,Thermo MAT 253 Plus,70,ETH-4,0.089,-7.234967,-5.366392,-12.812276
08_04_016,Lab08,Session04,Thermo MAT 253 Plus,70,IAEA-C2,0.089,-5.011275,4.586640,-0.703272
08_04_017,Lab08,Session04,Thermo MAT 253 Plus,70,IAEA-C2,0.096,-5.014250,4.591391,-0.757184
08_04_018,Lab08,Session04,Thermo MAT 253 Plus,70,ETH-3,0.081,4.515123,11.863790,16.314601
08_04_019,Lab08,Session04,Thermo MAT 253 Plus,70,IAEA-C1,0.102,5.195116,11.313037,16.228620
08_04_020,Lab08,Session04,Thermo MAT 253 Plus,70,IAEA-C1,0.100,5.189031,11.300429,16.233520
08_04_021,Lab08,Session04,Thermo MAT 253 Plus,70,MERCK,0.091,-36.945732,-2.318030,-40.414383
08_04_022,Lab08,Session04,Thermo MAT 253 Plus,70,MERCK,0.097,-36.967029,-2.372788,-40.513147
08_04_023,Lab08,Session04,Thermo MAT 253 Plus,70,ETH-2,0.080,-7.246830,-5.421126,-13.116127
08_04_024,Lab08,Session04,Thermo MAT 253 Plus,70,ETH-4,0.080,-7.254051,-5.232483,-12.725345
08_04_025,Lab08,Session04,Thermo MAT 253 Plus,70,ETH-4,0.097,-7.249796,-5.361169,-12.815132
08_04_026,Lab08,Session04,Thermo MAT 253 Plus,70,ETH-3,0.099,4.504499,11.922425,16.483355
08_04_027,Lab08,Session04,Thermo MAT 253 Plus,70,IAEA-C2,0.080,-5.006663,4.590955,-0.669391
08_04_028,Lab08,Session04,Thermo MAT 253 Plus,70,IAEA-C2,0.080,-5.012150,4.601589,-0.701650
08_04_029,Lab08,Session04,Thermo MAT 253 Plus,70,ETH-3,0.097,4.518464,11.928650,16.376264
08_04_030,Lab08,Session04,Thermo MAT 253 Plus,70,ETH-3,0.081,4.511300,11.880237,16.328897
08_04_031,Lab08,Session04,Thermo MAT 253 Plus,70,ETH-1,0.085,4.826611,11.484255,15.973256
08_04_032,Lab08,Session04,Thermo MAT 253 Plus,70,ETH-1,0.094,4.806194,11.407529,15.905504
08_04_033,Lab08,Session04,Thermo MAT 253 Plus,70,ETH-2,0.082,-7.216014,-5.373479,-13.082950
08_04_034,Lab08,Session04,Thermo MAT 253 Plus,70,ETH-2,0.083,-7.234528,-5.370336,-13.111440
08_04_035,Lab08,Session04,Thermo MAT 253 Plus,70,IAEA-C1,0.097,5.192945,11.330765,16.207135
08_05_001,Lab08,Session05,Thermo MAT 253 Plus,70,ETH-4,0.085,-7.262918,-5.500749,-12.997295
08_05_002,Lab08,Session05,Thermo MAT 253 Plus,70,ETH-1,0.089,4.808850,11.420714,15.864690
08_05_003,Lab08,Session05,Thermo MAT 253 Plus,70,IAEA-C1,0.087,5.204960,11.290138,16.252480
08_05_004,Lab08,Session05,Thermo MAT 253 Plus,70,IAEA-C1,0.071,5.196625,11.332038,16.256076
08_05_005,Lab08,Session05,Thermo MAT 253 Plus,70,ETH-3,0.077,4.536902,11.888968,16.400650
08_05_006,Lab08,Session05,Thermo MAT 253 Plus,70,ETH-1,0.076,4.776403,11.405258,15.773217
08_05_007,Lab08,Session05,Thermo MAT 253 Plus,70,ETH-1,0.102,4.829404,11.471443,15.936993
08_05_008,Lab08,Session05,Thermo MAT 253 Plus,70,ETH-3,0.092,4.549127,11.941009,16.471116
08_05_009,Lab08,Session05,Thermo MAT 253 Plus,70,ETH-3,0.077,4.551723,11.958638,16.443886
08_05_010,Lab08,Session05,Thermo MAT 253 Plus,70,ETH-2,0.076,-7.220947,-5.271945,-13.051318
08_05_011,Lab08,Session05,Thermo MAT 253 Plus,70,ETH-2,0.079,-7.229352,-5.413217,-13.139872
08_05_012,Lab08,Session05,Thermo MAT 253 Plus,70,ETH-3,0.099,4.542210,11.908685,16.417284
08_05_013,Lab08,Session05,Thermo MAT 253 Plus,70,ETH-3,0.085,4.521780,12.154474,16.650838
08_05_014,Lab08,Session05,Thermo MAT 253 Plus,70,ETH-4,0.086,-7.257222,-5.451855,-12.905835
08_05_015,Lab08,Session05,Thermo MAT 253 Plus,70,IAEA-C2,0.068,-5.012354,4.584424,-0.707344
08_05_016,Lab08,Session05,Thermo MAT 253 Plus,70,IAEA-C2,0.099,-5.009555,4.615691,-0.617784
08_05_017,Lab08,Session05,Thermo MAT 253 Plus,70,ETH-2,0.087,-7.225435,-5.286369,-13.000180
08_05_018,Lab08,Session05,Thermo MAT 253 Plus,70,MERCK,0.069,-36.967431,-2.352961,-40.542109
08_05_019,Lab08,Session05,Thermo MAT 253 Plus,70,MERCK,0.086,-36.978167,-2.350576,-40.496536
08_05_020,Lab08,Session05,Thermo MAT 253 Plus,70,ETH-4,0.101,-7.254909,-5.428414,-12.948312
08_05_021,Lab08,Session05,Thermo MAT 253 Plus,70,ETH-4,0.082,-7.249491,-5.468928,-13.004836
08_05_022,Lab08,Session05,Thermo MAT 253 Plus,70,ETH-3,0.082,4.556868,11.951035,16.437532
08_05_023,Lab08,Session05,Thermo MAT 253 Plus,70,IAEA-C1,0.080,5.202407,11.291060,16.173886
08_05_024,Lab08,Session05,Thermo MAT 253 Plus,70,IAEA-C1,0.077,5.183555,11.297756,16.191369
08_05_025,Lab08,Session05,Thermo MAT 253 Plus,70,ETH-2,0.108,-7.214977,-5.333913,-13.037897
08_05_026,Lab08,Session05,Thermo MAT 253 Plus,70,IAEA-C2,0.090,-5.018162,4.583344,-0.710163
08_05_027,Lab08,Session05,Thermo MAT 253 Plus,70,IAEA-C2,0.088,-5.026545,4.575941,-0.728023
08_05_028,Lab08,Session05,Thermo MAT 253 Plus,70,MERCK,0.080,-36.971571,-2.324016,-40.385824
08_05_029,Lab08,Session05,Thermo MAT 253 Plus,70,MERCK,0.102,-36.969040,-2.379758,-40.406942
08_05_030,Lab08,Session05,Thermo MAT 253 Plus,70,ETH-3,0.095,4.575646,11.919942,16.478724
08_05_031,Lab08,Session05,Thermo MAT 253 Plus,70,ETH-3,0.095,4.497998,11.867574,16.330705
08_05_032,Lab08,Session05,Thermo MAT 253 Plus,70,ETH-2,0.110,-7.217226,-5.387187,-13.114608
08_05_033,Lab08,Session05,Thermo MAT 253 Plus,70,ETH-2,0.108,-7.216307,-5.410775,-13.173339
08_06_001,Lab08,Session06,Thermo MAT 253 Plus,70,ETH-3,0.085,4.515062,11.866937,16.318516
08_06_002,Lab08,Session06,Thermo MAT 253 Plus,70,IAEA-C1,0.076,5.173019,11.226773,16.059858
08_06_003,Lab08,Session06,Thermo MAT 253 Plus,70,IAEA-C1,0.084,5.185782,11.282948,16.104696
08_06_004,Lab08,Session06,Thermo MAT 253 Plus,70,ETH-3,0.070,4.506185,11.856275,16.287927
08_06_005,Lab08,Session06,Thermo MAT 253 Plus,70,ETH-3,0.107,4.497384,11.762564,16.264719
08_06_006,Lab08,Session06,Thermo MAT 253 Plus,70,ETH-1,0.100,4.658590,11.182001,15.444003
08_06_007,Lab08,Session06,Thermo MAT 253 Plus,70,ETH-1,0.068,4.802404,11.411279,15.815486
08_06_008,Lab08,Session06,Thermo MAT 253 Plus,70,ETH-3,0.099,4.527946,11.887814,16.412273
08_06_009,Lab08,Session06,Thermo MAT 253 Plus,70,ETH-2,0.073,-7.293086,-5.615238,-13.444592
08_06_010,Lab08,Session06,Thermo MAT 253 Plus,70,ETH-2,0.089,-7.255690,-5.474365,-13.211725
08_06_011,Lab08,Session06,Thermo MAT 253 Plus,70,ETH-3,0.081,4.516751,11.873359,16.339924
08_06_012,Lab08,Session06,Thermo MAT 253 Plus,70,ETH-4,0.077,-7.270236,-5.519411,-13.032770
